"Q_difficulty","Q_stage","Q_text","Q_A1","Q_A2","Q_A3","Q_A4","Q_answer","Q_image","Q_ID","Q_level"
"5","22","What does this mean: Sign_We Sign_Play Sign_G Sign_A Sign_M Sign_E Sign_S?","I think its bad","I play with you","We play games","We want help","A3","Sign_We Sign_Play Sign_G Sign_A Sign_M Sign_E Sign_S","1191","3"
"5","22","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Feel Sign_Bad?","You help them now","They feel bad","We want help","You eat food","A2","Sign_T Sign_H Sign_E Sign_Y Sign_Feel Sign_Bad","1192","3"
"5","22","What does this mean: Sign_We Sign_Feel Sign_Good?","We stop eating","We feel good","I need love","We play games","A2","Sign_We Sign_Feel Sign_Good","1193","3"
"5","22","What does this mean: Sign_I Sign_Need Sign_Eat?","You help them now","You help them","You need sleep","I need food","A4","Sign_I Sign_Need Sign_Eat","1194","3"
"5","22","What does this mean: Sign_You Sign_Want Sign_Love?","You need sleep","You need food","You want love","I need love","A3","Sign_You Sign_Want Sign_Love","1195","3"
"5","22","What does this mean: Sign_We Sign_Love Sign_Eat?","You eat food","I want love","We play games","We love food","A4","Sign_We Sign_Love Sign_Eat","1196","3"
"5","22","What does this mean: Sign_You Sign_Need Sign_W Sign_A Sign_T Sign_E Sign_R?","I need help","You need water","I feel bad","We stop helping","A2","Sign_You Sign_Need Sign_W Sign_A Sign_T Sign_E Sign_R","1197","3"
"5","22","What does this mean: Sign_You Sign_Help Sign_T Sign_H Sign_E Sign_M Sign_N Sign_O Sign_W?","I want water","You stop playing","I think its bad","You help them now","A4","Sign_You Sign_Help Sign_T Sign_H Sign_E Sign_M Sign_N Sign_O Sign_W","1198","3"
"5","22","What does this mean: Sign_You Sign_Want Sign_Love?","I need water","They play well","You want love","I feel bad","A3","Sign_You Sign_Want Sign_Love","1199","3"
"5","22","What does this mean: Sign_You Sign_Go Sign_N Sign_O Sign_W?","They play well","They need love","You go now","We play well","A3","Sign_You Sign_Go Sign_N Sign_O Sign_W","1200","3"
"5","23","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Feel Sign_Bad?","They feel bad","We feel good","You stop now","You want help now","A1","Sign_T Sign_H Sign_E Sign_Y Sign_Feel Sign_Bad","1201","3"
"5","23","What does this mean: Sign_I Sign_Feel Sign_S Sign_L Sign_E Sign_E Sign_P Sign_Y?","You go to play","I feel sleepy","I play well","I feel good","A2","Sign_I Sign_Feel Sign_S Sign_L Sign_E Sign_E Sign_P Sign_Y","1202","3"
"5","23","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Play Sign_W Sign_E Sign_L Sign_L?","We eat food","They help me","They play well","They play good","A3","Sign_T Sign_H Sign_E Sign_Y Sign_Play Sign_W Sign_E Sign_L Sign_L","1203","3"
"5","23","What does this mean: Sign_We Sign_Love Sign_Eat?","We go eat","We help them","We thank you now","We love food","A4","Sign_We Sign_Love Sign_Eat","1204","3"
"5","23","What does this mean: Sign_I Sign_Love Sign_You?","We stop playing","We feel good","They want food","I love you","A4","Sign_I Sign_Love Sign_You","1205","3"
"5","23","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Love Sign_Eat?","You stop now","They love food","I need water","I think its good","A2","Sign_T Sign_H Sign_E Sign_Y Sign_Love Sign_Eat","1206","3"
"5","23","What does this mean: Sign_We Sign_Want Sign_W Sign_A Sign_T Sign_E Sign_R?","I help you","I want to play","They love food","We want water","A4","Sign_We Sign_Want Sign_W Sign_A Sign_T Sign_E Sign_R","1207","3"
"5","23","What does this mean: Sign_I Sign_Need Sign_W Sign_A Sign_T Sign_E Sign_R?","I need water","They go play","They play well","You play well","A1","Sign_I Sign_Need Sign_W Sign_A Sign_T Sign_E Sign_R","1208","3"
"5","23","What does this mean: Sign_I Sign_Think Sign_I Sign_T Sign_S Sign_Bad?","I feel better","I love playing","We stop eating","I think its bad","A4","Sign_I Sign_Think Sign_I Sign_T Sign_S Sign_Bad","1209","3"
"5","23","What does this mean: Sign_I Sign_Play Sign_W Sign_I Sign_T Sign_H Sign_You?","I want food","We drink water","Please help me","I play with you","A4","Sign_I Sign_Play Sign_W Sign_I Sign_T Sign_H Sign_You","1210","3"
"5","24","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Want Sign_Help?","You want help now","You eat food","They want help","We stop helping","A3","Sign_T Sign_H Sign_E Sign_Y Sign_Want Sign_Help","1211","3"
"5","24","What does this mean: Sign_I Sign_Feel Sign_T Sign_I Sign_R Sign_E Sign_D?","I play with you","They want love","You stop playing","I feel tired","A4","Sign_I Sign_Feel Sign_T Sign_I Sign_R Sign_E Sign_D","1212","3"
"5","24","What does this mean: Sign_You Sign_Go Sign_T Sign_H Sign_E Sign_R Sign_E?","They want love","You love playing","You help them","You go there","A4","Sign_You Sign_Go Sign_T Sign_H Sign_E Sign_R Sign_E","1213","3"
"5","24","What does this mean: Sign_You Sign_Stop Sign_N Sign_O Sign_W?","We thank you","I need food","I need help now","You stop now","A4","Sign_You Sign_Stop Sign_N Sign_O Sign_W","1214","3"
"5","24","What does this mean: Sign_I Sign_Need Sign_Eat Sign_N Sign_O Sign_W?","They love you","I think you","They stop helping","I need food now","A4","Sign_I Sign_Need Sign_Eat Sign_N Sign_O Sign_W","1215","3"
"5","24","What does this mean: Sign_We Sign_Need Sign_Sleep?","We need sleep","They love food","You love me","I feel bad now","A1","Sign_We Sign_Need Sign_Sleep","1216","3"
"5","24","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Need Sign_Love?","We help them","You play outside","They need love","We play outside","A3","Sign_T Sign_H Sign_E Sign_Y Sign_Need Sign_Love","1217","3"
"5","24","What does this mean: Sign_You Sign_Love Sign_Me?","You love food","You want food now","We help you","You love me","A4","Sign_You Sign_Love Sign_Me","1218","3"
"5","24","What does this mean: Sign_You Sign_Help Sign_T Sign_H Sign_E Sign_M?","We play together","I want food","You thank me","You help them","A4","Sign_You Sign_Help Sign_T Sign_H Sign_E Sign_M","1219","3"
"5","24","What does this mean: Sign_You Sign_Love Sign_Play?","You love playing","You go now","We eat food","You need sleep","A1","Sign_You Sign_Love Sign_Play","1220","3"
"5","25","What does this mean: Sign_I Sign_Need Sign_Help Sign_N Sign_O Sign_W?","We help you","You feel good","We stop helping","I need help now","A4","Sign_I Sign_Need Sign_Help Sign_N Sign_O Sign_W","1221","3"
"5","25","What does this mean: Sign_You Sign_Need Sign_Sleep?","You need sleep","We play together","I stop now","I feel sleepy","A1","Sign_You Sign_Need Sign_Sleep","1222","3"
"5","25","What does this mean: Sign_You Sign_Eat Sign_Eat?","You eat food","You want help","They want food","They want to play","A1","Sign_You Sign_Eat Sign_Eat","1223","3"
"5","25","What does this mean: Sign_You Sign_Want Sign_Eat Sign_N Sign_O Sign_W?","They help me","You want food now","You help me","I feel sleepy","A2","Sign_You Sign_Want Sign_Eat Sign_N Sign_O Sign_W","1224","3"
"5","25","What does this mean: Sign_You Sign_Eat Sign_Eat?","They help me","You stop eating","We want food","You eat food","A4","Sign_You Sign_Eat Sign_Eat","1225","3"
"5","25","What does this mean: Sign_I Sign_Want Sign_Love?","I feel bad now","I want love","They feel bad","You help them","A2","Sign_I Sign_Want Sign_Love","1226","3"
"5","25","What does this mean: Sign_You Sign_Thank_You Sign_T Sign_H Sign_E Sign_M?","I want to play","I need water now","I love food","You thank them","A4","Sign_You Sign_Thank_You Sign_T Sign_H Sign_E Sign_M","1227","3"
"5","25","What does this mean: Sign_We Sign_Love Sign_Eat?","You love food","We love playing","We love food","You go now","A3","Sign_We Sign_Love Sign_Eat","1228","3"
"5","25","What does this mean: Sign_We Sign_Play Sign_O Sign_U Sign_T Sign_S Sign_I Sign_D Sign_E?","We play outside","I play with you","They want love","You love playing","A1","Sign_We Sign_Play Sign_O Sign_U Sign_T Sign_S Sign_I Sign_D Sign_E","1229","3"
"5","25","What does this mean: Sign_We Sign_Go Sign_Eat?","We go eat","I feel tired","I play too much","You love food","A1","Sign_We Sign_Go Sign_Eat","1230","3"
"5","26","What does this mean: Sign_You Sign_Want Sign_Help Sign_N Sign_O Sign_W?","You want help now","You go now","We thank you now","You love food","A1","Sign_You Sign_Want Sign_Help Sign_N Sign_O Sign_W","1231","3"
"5","26","What does this mean: Sign_We Sign_Stop Sign_Eat?","I feel bad now","I need sleep","We stop eating","I need food now","A3","Sign_We Sign_Stop Sign_Eat","1232","3"
"5","26","What does this mean: Sign_You Sign_Go Sign_N Sign_O Sign_W?","You stop eating","We stop now","We want water","You go now","A4","Sign_You Sign_Go Sign_N Sign_O Sign_W","1233","3"
"5","26","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Want Sign_Eat?","They love you","I play well","They want food","They need love","A3","Sign_T Sign_H Sign_E Sign_Y Sign_Want Sign_Eat","1234","3"
"5","26","What does this mean: Sign_You Sign_Eat Sign_Eat?","You eat food","We help you","I need help now","They want food","A1","Sign_You Sign_Eat Sign_Eat","1235","3"
"5","26","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Feel Sign_Bad?","I think its good","They feel bad","I need food","I stop playing","A2","Sign_T Sign_H Sign_E Sign_Y Sign_Feel Sign_Bad","1236","3"
"5","26","What does this mean: Sign_I Sign_Need Sign_Help?","You want help now","You feel good now","You love me","I need help","A4","Sign_I Sign_Need Sign_Help","1237","3"
"5","26","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Feel Sign_Bad?","We help them","They feel bad","They stop helping","We love playing","A2","Sign_T Sign_H Sign_E Sign_Y Sign_Feel Sign_Bad","1238","3"
"5","26","What does this mean: Sign_I Sign_Stop Sign_N Sign_O Sign_W?","We feel sleepy","I stop now","You need sleep","We play well","A2","Sign_I Sign_Stop Sign_N Sign_O Sign_W","1239","3"
"5","26","What does this mean: Sign_I Sign_Need Sign_W Sign_A Sign_T Sign_E Sign_R?","You help them now","They play good","You help them","I need water","A4","Sign_I Sign_Need Sign_W Sign_A Sign_T Sign_E Sign_R","1240","3"
"5","27","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Help Sign_Me?","We love playing","I need love","They help me","I want to play","A3","Sign_T Sign_H Sign_E Sign_Y Sign_Help Sign_Me","1241","3"
"5","27","What does this mean: Sign_I Sign_Think Sign_You?","We thank you","We stop now","I think you","I need help now","A3","Sign_I Sign_Think Sign_You","1242","3"
"5","27","What does this mean: Sign_I Sign_Stop Sign_N Sign_O Sign_W?","You play outside","We eat food","We go eat","I stop now","A4","Sign_I Sign_Stop Sign_N Sign_O Sign_W","1243","3"
"5","27","What does this mean: Sign_You Sign_Thank_You Sign_T Sign_H Sign_E Sign_M?","I help you","You want help","You feel sleepy","You thank them","A4","Sign_You Sign_Thank_You Sign_T Sign_H Sign_E Sign_M","1244","3"
"5","27","What does this mean: Sign_You Sign_Need Sign_Love?","You feel good","You need love","You need water","You want help","A2","Sign_You Sign_Need Sign_Love","1245","3"
"5","27","What does this mean: Sign_We Sign_Stop Sign_Eat?","You want love","I want water","We thank you","We stop eating","A4","Sign_We Sign_Stop Sign_Eat","1246","3"
"5","27","What does this mean: Sign_I Sign_Stop Sign_Play?","You love food","They want help","I stop playing","You need water","A3","Sign_I Sign_Stop Sign_Play","1247","3"
"5","27","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Want Sign_Love?","They love you","They want love","We drink water","I love food","A2","Sign_T Sign_H Sign_E Sign_Y Sign_Want Sign_Love","1248","3"
"5","27","What does this mean: Sign_You Sign_Thank_You Sign_Me?","I love food","We love food","They want to play","You thank me","A4","Sign_You Sign_Thank_You Sign_Me","1249","3"
"5","27","What does this mean: Sign_You Sign_Want Sign_Love?","I think its bad","We want food","We eat food","You want love","A4","Sign_You Sign_Want Sign_Love","1250","3"
"5","28","What does this mean: Sign_You Sign_Play Sign_W Sign_E Sign_L Sign_L?","They feel bad","I love food","You play well","We play well","A3","Sign_You Sign_Play Sign_W Sign_E Sign_L Sign_L","1251","3"
"5","28","What does this mean: Sign_We Sign_Play Sign_W Sign_E Sign_L Sign_L?","I want water","We play well","I hurt myself","They stop helping","A2","Sign_We Sign_Play Sign_W Sign_E Sign_L Sign_L","1252","3"
"5","28","What does this mean: Sign_You Sign_Want Sign_Help?","I need sleep","You want help","You need water","I stop now","A2","Sign_You Sign_Want Sign_Help","1253","3"
"5","28","What does this mean: Sign_I Sign_Play Sign_O Sign_U Sign_T Sign_S Sign_I Sign_D Sign_E?","I play outside","They need help","You want help","You need help","A1","Sign_I Sign_Play Sign_O Sign_U Sign_T Sign_S Sign_I Sign_D Sign_E","1254","3"
"5","28","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Want Sign_Eat?","I love you","They need food","We stop eating","They want food","A4","Sign_T Sign_H Sign_E Sign_Y Sign_Want Sign_Eat","1255","3"
"5","28","What does this mean: Sign_I Sign_Love Sign_You?","You eat food","I love you","I play outside","I stop playing","A2","Sign_I Sign_Love Sign_You","1256","3"
"5","28","What does this mean: Sign_You Sign_Go Sign_N Sign_O Sign_W?","I need water","We thank you","You need food","You go now","A4","Sign_You Sign_Go Sign_N Sign_O Sign_W","1257","3"
"5","28","What does this mean: Sign_I Sign_Want Sign_Love?","You love playing","I want love","We stop now","I stop now","A2","Sign_I Sign_Want Sign_Love","1258","3"
"5","28","What does this mean: Sign_I Sign_Think Sign_A Sign_B Sign_O Sign_U Sign_T Sign_You?","We drink water","I want to play","I feel bad now","I think about you","A4","Sign_I Sign_Think Sign_A Sign_B Sign_O Sign_U Sign_T Sign_You","1259","3"
"5","28","What does this mean: Sign_We Sign_Go Sign_Eat?","I feel bad now","We want water","We go eat","You want love","A3","Sign_We Sign_Go Sign_Eat","1260","3"
"5","29","What does this mean: Sign_You Sign_Love Sign_Play?","I play with you","You love playing","I love you","You need help","A2","Sign_You Sign_Love Sign_Play","1261","3"
"5","29","What does this mean: Sign_You Sign_Want Sign_Eat Sign_N Sign_O Sign_W?","We drink water","You want food now","You help me","You love playing","A2","Sign_You Sign_Want Sign_Eat Sign_N Sign_O Sign_W","1262","3"
"5","29","What does this mean: Sign_You Sign_Stop Sign_Eat?","You stop eating","We play outside","You want food now","I feel better","A1","Sign_You Sign_Stop Sign_Eat","1263","3"
"5","29","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Need Sign_Eat?","They need food","They want food","You want love","You love me","A1","Sign_T Sign_H Sign_E Sign_Y Sign_Need Sign_Eat","1264","3"
"5","29","What does this mean: Sign_You Sign_Feel Sign_Good Sign_N Sign_O Sign_W?","You feel good now","You want help now","You want help","You help them","A1","Sign_You Sign_Feel Sign_Good Sign_N Sign_O Sign_W","1265","3"
"5","29","What does this mean: Sign_We Sign_Thank_You Sign_You?","I think you","They play good","We thank you","We drink water","A3","Sign_We Sign_Thank_You Sign_You","1266","3"
"5","29","What does this mean: Sign_You Sign_Feel Sign_Good Sign_N Sign_O Sign_W?","We drink water","I think its good","You feel good now","You go to play","A3","Sign_You Sign_Feel Sign_Good Sign_N Sign_O Sign_W","1267","3"
"5","29","What does this mean: Sign_We Sign_Need Sign_Sleep?","I feel sleepy","Please help me","We love playing","We need sleep","A4","Sign_We Sign_Need Sign_Sleep","1268","3"
"5","29","What does this mean: Sign_I Sign_Love Sign_You?","They want food","We stop eating","I love you","They need food","A3","Sign_I Sign_Love Sign_You","1269","3"
"5","29","What does this mean: Sign_You Sign_Want Sign_Eat Sign_N Sign_O Sign_W?","You want food now","I think you","They play good","They want food","A1","Sign_You Sign_Want Sign_Eat Sign_N Sign_O Sign_W","1270","3"
