Q_text,Q_Braille_Symbol,Q_answer,Q_A1,Q_A2,Q_A3,Q_A4,Q_difficulty,Q_ID,Q_stage
Which set of letters corresponds to these signs: ⠼⠋?,⠼⠋,Q_A4,p,r,q,6,1,258,6
Which set of letters corresponds to these signs: ⠼⠋?,⠼⠋,Q_A1,6,r,q,p,1,259,6
Which set of letters corresponds to these signs: ⠗?,⠗,Q_A3,6,q,r,p,1,260,6
Which set of letters corresponds to these signs: ⠗?,⠗,Q_A2,6,r,q,p,1,261,6
Which set of letters corresponds to these signs: ⠏?,⠏,Q_A1,p,r,6,q,1,262,6
Which set of letters corresponds to these signs: ⠟?,⠟,Q_A1,q,6,r,p,1,263,6
Which set of letters corresponds to these signs: ⠼⠋?,⠼⠋,Q_A3,p,r,6,q,1,264,6
Which set of letters corresponds to these signs: ⠏?,⠏,Q_A3,6,q,p,r,1,265,6
Which set of letters corresponds to these signs: ⠼⠋?,⠼⠋,Q_A3,r,q,6,p,1,266,6
Which set of letters corresponds to these signs: ⠏?,⠏,Q_A1,p,r,q,6,1,267,6
Which set of letters corresponds to these signs: ⠟?,⠟,Q_A2,p,q,6,r,1,268,6
Which set of letters corresponds to these signs: ⠗?,⠗,Q_A3,q,p,r,6,1,269,6
Which set of letters corresponds to these signs: ⠗?,⠗,Q_A4,p,q,6,r,1,270,6
Which set of letters corresponds to these signs: ⠏?,⠏,Q_A2,r,p,q,6,1,271,6
Which set of letters corresponds to these signs: ⠏?,⠏,Q_A1,p,6,q,r,1,272,6
Which set of letters corresponds to these signs: ⠗?,⠗,Q_A3,6,q,r,p,1,273,6
Which set of letters corresponds to these signs: ⠗?,⠗,Q_A3,p,q,r,6,1,274,6
Which set of letters corresponds to these signs: ⠗?,⠗,Q_A1,r,6,p,q,1,275,6
Which set of letters corresponds to these signs: ⠼⠋⠟?,⠼⠋⠟,Q_A4,q6,r6,6p,6q,2,276,6
Which set of letters corresponds to these signs: ⠏⠗?,⠏⠗,Q_A3,6r,6q,pr,r6,2,277,6
Which set of letters corresponds to these signs: ⠟⠼⠋?,⠟⠼⠋,Q_A3,rq,r6,q6,p6,2,278,6
Which set of letters corresponds to these signs: ⠟⠗?,⠟⠗,Q_A1,qr,6q,rp,pq,2,279,6
Which set of letters corresponds to these signs: ⠏⠗?,⠏⠗,Q_A1,pr,rp,rq,6q,2,280,6
Which set of letters corresponds to these signs: ⠗⠼⠋?,⠗⠼⠋,Q_A4,rq,p6,pr,r6,2,281,6
Which set of letters corresponds to these signs: ⠏⠟?,⠏⠟,Q_A1,pq,q6,p6,rp,2,282,6
Which set of letters corresponds to these signs: ⠗⠟?,⠗⠟,Q_A3,r6,6q,rq,qr,2,283,6
Which set of letters corresponds to these signs: ⠼⠋⠏?,⠼⠋⠏,Q_A4,pr,rp,6q,6p,2,284,6
Which set of letters corresponds to these signs: ⠏⠼⠋?,⠏⠼⠋,Q_A1,p6,pq,qp,6q,2,285,6
Which set of letters corresponds to these signs: ⠼⠋⠗?,⠼⠋⠗,Q_A2,qr,6r,rq,r6,2,286,6
Which set of letters corresponds to these signs: ⠏⠼⠋?,⠏⠼⠋,Q_A1,p6,6p,q6,qp,2,287,6
Which set of letters corresponds to these signs: ⠏⠼⠋?,⠏⠼⠋,Q_A4,rp,qr,rq,p6,2,288,6
Which set of letters corresponds to these signs: ⠼⠋⠏?,⠼⠋⠏,Q_A3,pr,rp,6p,q6,2,289,6
Which set of letters corresponds to these signs: ⠗⠏?,⠗⠏,Q_A3,pq,r6,rp,q6,2,290,6
Which set of letters corresponds to these signs: ⠼⠋⠗⠟?,⠼⠋⠗⠟,Q_A1,6rq,qr6,rp6,qrp,3,291,6
Which set of letters corresponds to these signs: ⠏⠟⠗?,⠏⠟⠗,Q_A3,r6p,qr6,pqr,6pq,3,292,6
Which set of letters corresponds to these signs: ⠗⠼⠋⠏?,⠗⠼⠋⠏,Q_A4,pr6,pqr,6pq,r6p,3,293,6
Which set of letters corresponds to these signs: ⠗⠟⠏?,⠗⠟⠏,Q_A1,rqp,qr6,r6q,qp6,3,294,6
Which set of letters corresponds to these signs: ⠟⠼⠋⠗?,⠟⠼⠋⠗,Q_A2,qpr,q6r,r6p,6rp,3,295,6
Which set of letters corresponds to these signs: ⠼⠋⠗⠟?,⠼⠋⠗⠟,Q_A4,pr6,qp6,rp6,6rq,3,296,6
Which set of letters corresponds to these signs: ⠗⠏⠼⠋?,⠗⠏⠼⠋,Q_A2,rq6,rp6,6rq,r6q,3,297,6
Which set of letters corresponds to these signs: ⠟⠏⠗?,⠟⠏⠗,Q_A3,prq,rpq,qpr,6rq,3,298,6
Which set of letters corresponds to these signs: ⠗⠼⠋⠏?,⠗⠼⠋⠏,Q_A1,r6p,qr6,6rp,p6q,3,299,6
Which set of letters corresponds to these signs: ⠗⠏⠼⠋?,⠗⠏⠼⠋,Q_A1,rp6,p6r,rpq,6qr,3,300,6
Which set of letters corresponds to these signs: ⠎?,⠎,Q_A3,t,7,s,u,1,301,7
Which set of letters corresponds to these signs: ⠎?,⠎,Q_A2,u,s,7,t,1,302,7
Which set of letters corresponds to these signs: ⠼⠛?,⠼⠛,Q_A3,t,u,7,s,1,303,7
Which set of letters corresponds to these signs: ⠼⠛?,⠼⠛,Q_A2,u,7,s,t,1,304,7
Which set of letters corresponds to these signs: ⠎?,⠎,Q_A1,s,u,7,t,1,305,7
Which set of letters corresponds to these signs: ⠥?,⠥,Q_A1,u,7,s,t,1,306,7
Which set of letters corresponds to these signs: ⠎?,⠎,Q_A4,t,u,7,s,1,307,7
Which set of letters corresponds to these signs: ⠥?,⠥,Q_A1,u,s,t,7,1,308,7
Which set of letters corresponds to these signs: ⠞?,⠞,Q_A2,s,t,7,u,1,309,7
Which set of letters corresponds to these signs: ⠞?,⠞,Q_A2,7,t,u,s,1,310,7
Which set of letters corresponds to these signs: ⠎?,⠎,Q_A1,s,u,7,t,1,311,7
Which set of letters corresponds to these signs: ⠥?,⠥,Q_A4,s,7,t,u,1,312,7
Which set of letters corresponds to these signs: ⠥?,⠥,Q_A2,s,u,7,t,1,313,7
Which set of letters corresponds to these signs: ⠥?,⠥,Q_A3,s,7,u,t,1,314,7
Which set of letters corresponds to these signs: ⠼⠛?,⠼⠛,Q_A1,7,s,t,u,1,315,7
Which set of letters corresponds to these signs: ⠎?,⠎,Q_A1,s,7,t,u,1,316,7
Which set of letters corresponds to these signs: ⠎?,⠎,Q_A4,7,u,t,s,1,317,7
Which set of letters corresponds to these signs: ⠎?,⠎,Q_A2,u,s,t,7,1,318,7
Which set of letters corresponds to these signs: ⠥?,⠥,Q_A2,s,u,7,t,1,319,7
Which set of letters corresponds to these signs: ⠼⠛?,⠼⠛,Q_A1,7,u,t,s,1,320,7
Which set of letters corresponds to these signs: ⠼⠛?,⠼⠛,Q_A1,7,t,s,u,1,321,7
Which set of letters corresponds to these signs: ⠎?,⠎,Q_A2,u,s,t,7,1,322,7
Which set of letters corresponds to these signs: ⠥?,⠥,Q_A3,t,7,u,s,1,323,7
Which set of letters corresponds to these signs: ⠼⠛?,⠼⠛,Q_A1,7,s,t,u,1,324,7
Which set of letters corresponds to these signs: ⠼⠛?,⠼⠛,Q_A1,7,u,t,s,1,325,7
Which set of letters corresponds to these signs: ⠼⠛⠞?,⠼⠛⠞,Q_A4,u7,7u,s7,7t,2,326,7
Which set of letters corresponds to these signs: ⠼⠛⠞?,⠼⠛⠞,Q_A2,ut,7t,su,us,2,327,7
Which set of letters corresponds to these signs: ⠞⠥?,⠞⠥,Q_A3,ut,ts,tu,t7,2,328,7
Which set of letters corresponds to these signs: ⠎⠼⠛?,⠎⠼⠛,Q_A3,7s,ut,s7,t7,2,329,7
Which set of letters corresponds to these signs: ⠼⠛⠥?,⠼⠛⠥,Q_A2,u7,7u,su,st,2,330,7
Which set of letters corresponds to these signs: ⠼⠛⠞?,⠼⠛⠞,Q_A2,su,7t,7u,ut,2,331,7
Which set of letters corresponds to these signs: ⠞⠼⠛?,⠞⠼⠛,Q_A2,ut,t7,7t,7u,2,332,7
Which set of letters corresponds to these signs: ⠞⠥?,⠞⠥,Q_A3,t7,ut,tu,us,2,333,7
Which set of letters corresponds to these signs: ⠎⠞?,⠎⠞,Q_A3,us,tu,st,7t,2,334,7
Which set of letters corresponds to these signs: ⠼⠛⠎?,⠼⠛⠎,Q_A3,ts,tu,7s,su,2,335,7
Which set of letters corresponds to these signs: ⠼⠛⠞?,⠼⠛⠞,Q_A2,7u,7t,u7,st,2,336,7
Which set of letters corresponds to these signs: ⠞⠼⠛?,⠞⠼⠛,Q_A4,su,us,tu,t7,2,337,7
Which set of letters corresponds to these signs: ⠞⠥?,⠞⠥,Q_A2,u7,tu,7t,t7,2,338,7
Which set of letters corresponds to these signs: ⠞⠼⠛?,⠞⠼⠛,Q_A4,ts,ut,7u,t7,2,339,7
Which set of letters corresponds to these signs: ⠎⠞?,⠎⠞,Q_A3,ts,ut,st,t7,2,340,7
Which set of letters corresponds to these signs: ⠞⠥⠼⠛?,⠞⠥⠼⠛,Q_A4,stu,us7,ut7,tu7,3,341,7
Which set of letters corresponds to these signs: ⠞⠼⠛⠥?,⠞⠼⠛⠥,Q_A3,s7t,t7s,t7u,us7,3,342,7
Which set of letters corresponds to these signs: ⠥⠎⠞?,⠥⠎⠞,Q_A2,us7,ust,sut,tsu,3,343,7
Which set of letters corresponds to these signs: ⠼⠛⠎⠞?,⠼⠛⠎⠞,Q_A3,su7,7ts,7st,7ut,3,344,7
Which set of letters corresponds to these signs: ⠼⠛⠞⠎?,⠼⠛⠞⠎,Q_A4,t7u,st7,7us,7ts,3,345,7
Which set of letters corresponds to these signs: ⠥⠞⠼⠛?,⠥⠞⠼⠛,Q_A2,7tu,ut7,su7,u7t,3,346,7
Which set of letters corresponds to these signs: ⠥⠞⠎?,⠥⠞⠎,Q_A3,t7u,7us,uts,u7t,3,347,7
Which set of letters corresponds to these signs: ⠥⠼⠛⠎?,⠥⠼⠛⠎,Q_A2,tsu,u7s,7ut,ut7,3,348,7
Which set of letters corresponds to these signs: ⠼⠛⠎⠥?,⠼⠛⠎⠥,Q_A3,7tu,t7s,7su,tus,3,349,7
Which set of letters corresponds to these signs: ⠞⠼⠛⠥?,⠞⠼⠛⠥,Q_A3,us7,ut7,t7u,ts7,3,350,7
Which set of letters corresponds to these signs: ⠧?,⠧,Q_A3,w,x,v,8,1,351,8
Which set of letters corresponds to these signs: ⠧?,⠧,Q_A1,v,8,x,w,1,352,8
Which set of letters corresponds to these signs: ⠧?,⠧,Q_A4,8,x,w,v,1,353,8
Which set of letters corresponds to these signs: ⠭?,⠭,Q_A3,8,v,x,w,1,354,8
Which set of letters corresponds to these signs: ⠺?,⠺,Q_A1,w,v,x,8,1,355,8
Which set of letters corresponds to these signs: ⠼⠓?,⠼⠓,Q_A4,w,x,v,8,1,356,8
Which set of letters corresponds to these signs: ⠭?,⠭,Q_A3,v,8,x,w,1,357,8
Which set of letters corresponds to these signs: ⠧?,⠧,Q_A1,v,x,8,w,1,358,8
Which set of letters corresponds to these signs: ⠼⠓?,⠼⠓,Q_A1,8,x,w,v,1,359,8
Which set of letters corresponds to these signs: ⠼⠓?,⠼⠓,Q_A4,w,x,v,8,1,360,8
Which set of letters corresponds to these signs: ⠭?,⠭,Q_A4,8,w,v,x,1,361,8
Which set of letters corresponds to these signs: ⠭?,⠭,Q_A3,w,v,x,8,1,362,8
Which set of letters corresponds to these signs: ⠧?,⠧,Q_A2,w,v,8,x,1,363,8
Which set of letters corresponds to these signs: ⠺?,⠺,Q_A2,8,w,v,x,1,364,8
Which set of letters corresponds to these signs: ⠭?,⠭,Q_A4,8,w,v,x,1,365,8
Which set of letters corresponds to these signs: ⠧?,⠧,Q_A1,v,w,x,8,1,366,8
Which set of letters corresponds to these signs: ⠼⠓?,⠼⠓,Q_A2,w,8,v,x,1,367,8
Which set of letters corresponds to these signs: ⠭?,⠭,Q_A3,w,8,x,v,1,368,8
Which set of letters corresponds to these signs: ⠺?,⠺,Q_A2,v,w,8,x,1,369,8
Which set of letters corresponds to these signs: ⠭?,⠭,Q_A3,w,v,x,8,1,370,8
Which set of letters corresponds to these signs: ⠧?,⠧,Q_A2,8,v,w,x,1,371,8
Which set of letters corresponds to these signs: ⠺?,⠺,Q_A4,x,v,8,w,1,372,8
Which set of letters corresponds to these signs: ⠧?,⠧,Q_A2,x,v,w,8,1,373,8
Which set of letters corresponds to these signs: ⠧?,⠧,Q_A2,w,v,x,8,1,374,8
Which set of letters corresponds to these signs: ⠧?,⠧,Q_A2,x,v,w,8,1,375,8
Which set of letters corresponds to these signs: ⠼⠓⠭?,⠼⠓⠭,Q_A1,8x,w8,wv,v8,2,376,8
Which set of letters corresponds to these signs: ⠺⠭?,⠺⠭,Q_A2,xv,wx,w8,wv,2,377,8
Which set of letters corresponds to these signs: ⠼⠓⠺?,⠼⠓⠺,Q_A2,xv,8w,vx,w8,2,378,8
Which set of letters corresponds to these signs: ⠺⠼⠓?,⠺⠼⠓,Q_A1,w8,wv,xv,vx,2,379,8
Which set of letters corresponds to these signs: ⠺⠼⠓?,⠺⠼⠓,Q_A1,w8,8v,8x,8w,2,380,8
Which set of letters corresponds to these signs: ⠧⠭?,⠧⠭,Q_A2,v8,vx,xw,8v,2,381,8
Which set of letters corresponds to these signs: ⠼⠓⠭?,⠼⠓⠭,Q_A1,8x,8w,xv,wx,2,382,8
Which set of letters corresponds to these signs: ⠼⠓⠺?,⠼⠓⠺,Q_A1,8w,xv,wx,wv,2,383,8
Which set of letters corresponds to these signs: ⠧⠭?,⠧⠭,Q_A1,vx,wx,8x,8w,2,384,8
Which set of letters corresponds to these signs: ⠺⠭?,⠺⠭,Q_A1,wx,x8,8x,wv,2,385,8
Which set of letters corresponds to these signs: ⠼⠓⠧?,⠼⠓⠧,Q_A4,wx,xv,vw,8v,2,386,8
Which set of letters corresponds to these signs: ⠧⠼⠓?,⠧⠼⠓,Q_A1,v8,xw,wv,vx,2,387,8
Which set of letters corresponds to these signs: ⠼⠓⠧?,⠼⠓⠧,Q_A3,vx,wv,8v,8x,2,388,8
Which set of letters corresponds to these signs: ⠭⠧?,⠭⠧,Q_A1,xv,wv,8x,8v,2,389,8
Which set of letters corresponds to these signs: ⠺⠼⠓?,⠺⠼⠓,Q_A3,wx,8x,w8,x8,2,390,8
Which set of letters corresponds to these signs: ⠺⠭⠼⠓?,⠺⠭⠼⠓,Q_A2,8xw,wx8,x8v,v8x,3,391,8
Which set of letters corresponds to these signs: ⠺⠭⠧?,⠺⠭⠧,Q_A3,8vx,xwv,wxv,v8x,3,392,8
Which set of letters corresponds to these signs: ⠺⠭⠼⠓?,⠺⠭⠼⠓,Q_A2,wv8,wx8,w8v,v8x,3,393,8
Which set of letters corresponds to these signs: ⠺⠼⠓⠧?,⠺⠼⠓⠧,Q_A1,w8v,xv8,vwx,w8x,3,394,8
Which set of letters corresponds to these signs: ⠧⠺⠼⠓?,⠧⠺⠼⠓,Q_A1,vw8,vx8,x8w,vwx,3,395,8
Which set of letters corresponds to these signs: ⠺⠼⠓⠭?,⠺⠼⠓⠭,Q_A4,8vw,wvx,xw8,w8x,3,396,8
Which set of letters corresponds to these signs: ⠼⠓⠧⠺?,⠼⠓⠧⠺,Q_A2,8wx,8vw,v8x,w8x,3,397,8
Which set of letters corresponds to these signs: ⠧⠺⠭?,⠧⠺⠭,Q_A2,8xw,vwx,8wx,8wv,3,398,8
Which set of letters corresponds to these signs: ⠺⠭⠼⠓?,⠺⠭⠼⠓,Q_A3,xv8,xvw,wx8,x8v,3,399,8
Which set of letters corresponds to these signs: ⠼⠓⠭⠺?,⠼⠓⠭⠺,Q_A1,8xw,8vw,vxw,8wv,3,400,8
Which set of letters corresponds to these signs: ⠼⠊?,⠼⠊,Q_A1,9,0,y,z,1,401,9
Which set of letters corresponds to these signs: ⠼⠊?,⠼⠊,Q_A3,z,0,9,y,1,402,9
Which set of letters corresponds to these signs: ⠵?,⠵,Q_A2,9,z,0,y,1,403,9
Which set of letters corresponds to these signs: ⠵?,⠵,Q_A2,9,z,0,y,1,404,9
Which set of letters corresponds to these signs: ⠵?,⠵,Q_A4,9,y,0,z,1,405,9
Which set of letters corresponds to these signs: ⠼⠊?,⠼⠊,Q_A1,9,y,z,0,1,406,9
Which set of letters corresponds to these signs: ⠼⠊?,⠼⠊,Q_A2,z,9,y,0,1,407,9
Which set of letters corresponds to these signs: ⠽?,⠽,Q_A1,y,z,0,9,1,408,9
Which set of letters corresponds to these signs: ⠼⠊?,⠼⠊,Q_A4,y,z,0,9,1,409,9
Which set of letters corresponds to these signs: ⠼⠚?,⠼⠚,Q_A2,z,0,9,y,1,410,9
Which set of letters corresponds to these signs: ⠵?,⠵,Q_A4,y,0,9,z,1,411,9
Which set of letters corresponds to these signs: ⠼⠊?,⠼⠊,Q_A3,z,0,9,y,1,412,9
Which set of letters corresponds to these signs: ⠼⠊?,⠼⠊,Q_A1,9,z,y,0,1,413,9
Which set of letters corresponds to these signs: ⠼⠚?,⠼⠚,Q_A3,y,9,0,z,1,414,9
Which set of letters corresponds to these signs: ⠼⠊?,⠼⠊,Q_A4,0,y,z,9,1,415,9
Which set of letters corresponds to these signs: ⠽?,⠽,Q_A4,9,0,z,y,1,416,9
Which set of letters corresponds to these signs: ⠽?,⠽,Q_A1,y,z,9,0,1,417,9
Which set of letters corresponds to these signs: ⠼⠊?,⠼⠊,Q_A2,z,9,y,0,1,418,9
Which set of letters corresponds to these signs: ⠼⠊?,⠼⠊,Q_A3,0,z,9,y,1,419,9
Which set of letters corresponds to these signs: ⠵?,⠵,Q_A4,y,9,0,z,1,420,9
Which set of letters corresponds to these signs: ⠼⠚?,⠼⠚,Q_A1,0,z,y,9,1,421,9
Which set of letters corresponds to these signs: ⠼⠚?,⠼⠚,Q_A1,0,9,z,y,1,422,9
Which set of letters corresponds to these signs: ⠼⠚?,⠼⠚,Q_A1,0,z,9,y,1,423,9
Which set of letters corresponds to these signs: ⠵?,⠵,Q_A1,z,9,0,y,1,424,9
Which set of letters corresponds to these signs: ⠽?,⠽,Q_A1,y,9,z,0,1,425,9
Which set of letters corresponds to these signs: ⠼⠚⠽?,⠼⠚⠽,Q_A2,zy,0y,9z,90,2,426,9
Which set of letters corresponds to these signs: ⠵⠼⠚?,⠵⠼⠚,Q_A4,0y,9y,9,z0,2,427,9
Which set of letters corresponds to these signs: ⠽⠵?,⠽⠵,Q_A3,y0,90,yz,y9,2,428,9
Which set of letters corresponds to these signs: ⠼⠊⠽?,⠼⠊⠽,Q_A3,z9,y0,9y,yz,2,429,9
Which set of letters corresponds to these signs: ⠵⠼⠚?,⠵⠼⠚,Q_A4,z9,9y,y0,z0,2,430,9
Which set of letters corresponds to these signs: ⠼⠚⠽?,⠼⠚⠽,Q_A3,z9,zy,0y,y9,2,431,9
Which set of letters corresponds to these signs: ⠼⠊⠵?,⠼⠊⠵,Q_A3,0z,y9,9z,zy,2,432,9
Which set of letters corresponds to these signs: ⠽⠼⠊?,⠽⠼⠊,Q_A4,9y,90,0y,y9,2,433,9
Which set of letters corresponds to these signs: ⠼⠚⠵?,⠼⠚⠵,Q_A1,0z,z0,9,z9,2,434,9
Which set of letters corresponds to these signs: ⠵⠽?,⠵⠽,Q_A4,0y,yz,9z,zy,2,435,9
Which set of letters corresponds to these signs: ⠵⠼⠚?,⠵⠼⠚,Q_A2,yz,z0,y0,y9,2,436,9
Which set of letters corresponds to these signs: ⠵⠽?,⠵⠽,Q_A3,9,z0,zy,z9,2,437,9
Which set of letters corresponds to these signs: ⠵⠼⠚?,⠵⠼⠚,Q_A2,z9,z0,9,y0,2,438,9
Which set of letters corresponds to these signs: ⠼⠊⠵?,⠼⠊⠵,Q_A2,y9,9z,zy,yz,2,439,9
Which set of letters corresponds to these signs: ⠵⠼⠚?,⠵⠼⠚,Q_A3,y0,y9,z0,z9,2,440,9
Which set of letters corresponds to these signs: ⠼⠊⠽⠼⠚?,⠼⠊⠽⠼⠚,Q_A1,9y0,9z0,yz0,09y,3,441,9
Which set of letters corresponds to these signs: ⠼⠊⠽⠼⠚?,⠼⠊⠽⠼⠚,Q_A1,9y0,9z0,y09,9yz,3,442,9
Which set of letters corresponds to these signs: ⠵⠽⠼⠊?,⠵⠽⠼⠊,Q_A1,zy9,9y0,y90,0z9,3,443,9
Which set of letters corresponds to these signs: ⠼⠚⠽⠼⠊?,⠼⠚⠽⠼⠊,Q_A2,yz9,0y9,y90,90y,3,444,9
Which set of letters corresponds to these signs: ⠵⠽⠼⠚?,⠵⠽⠼⠚,Q_A3,9zy,9y0,zy0,0yz,3,445,9
Which set of letters corresponds to these signs: ⠽⠼⠊⠵?,⠽⠼⠊⠵,Q_A4,y0z,yz9,z09,y9z,3,446,9
Which set of letters corresponds to these signs: ⠼⠚⠵⠽?,⠼⠚⠵⠽,Q_A4,z9y,9zy,9y0,0zy,3,447,9
Which set of letters corresponds to these signs: ⠼⠚⠽⠵?,⠼⠚⠽⠵,Q_A2,0zy,0yz,zy0,y0z,3,448,9
Which set of letters corresponds to these signs: ⠼⠚⠽⠵?,⠼⠚⠽⠵,Q_A4,zy0,zy9,9zy,0yz,3,449,9
Which set of letters corresponds to these signs: ⠼⠚⠼⠊⠽?,⠼⠚⠼⠊⠽,Q_A4,y09,0z9,90y,09y,3,450,9
Which set of letters corresponds to these signs: ⠇?,⠇,Q_A2,g,l,c,e,1,451,10
Which set of letters corresponds to these signs: ⠞?,⠞,Q_A4,p,w,v,t,1,452,10
Which set of letters corresponds to these signs: ⠊?,⠊,Q_A4,d,g,o,i,1,453,10
Which set of letters corresponds to these signs: ⠛?,⠛,Q_A4,t,z,o,g,1,454,10
Which set of letters corresponds to these signs: ⠽?,⠽,Q_A3,e,s,y,f,1,455,10
Which set of letters corresponds to these signs: ⠉?,⠉,Q_A3,r,v,c,m,1,456,10
Which set of letters corresponds to these signs: ⠏?,⠏,Q_A4,c,g,m,p,1,457,10
Which set of letters corresponds to these signs: ⠕?,⠕,Q_A2,m,o,x,e,1,458,10
Which set of letters corresponds to these signs: ⠑?,⠑,Q_A4,p,a,v,e,1,459,10
Which set of letters corresponds to these signs: ⠺?,⠺,Q_A4,o,l,x,w,1,460,10
Which set of letters corresponds to these signs: ⠝?,⠝,Q_A2,b,n,q,t,1,461,10
Which set of letters corresponds to these signs: ⠭?,⠭,Q_A1,x,c,w,h,1,462,10
Which set of letters corresponds to these signs: ⠉?,⠉,Q_A1,c,e,b,t,1,463,10
Which set of letters corresponds to these signs: ⠚?,⠚,Q_A1,j,z,k,n,1,464,10
Which set of letters corresponds to these signs: ⠽?,⠽,Q_A4,w,x,j,y,1,465,10
Which set of letters corresponds to these signs: ⠗?,⠗,Q_A1,r,g,j,b,1,466,10
Which set of letters corresponds to these signs: ⠚?,⠚,Q_A1,j,v,f,b,1,467,10
Which set of letters corresponds to these signs: ⠍?,⠍,Q_A2,l,m,u,r,1,468,10
Which set of letters corresponds to these signs: ⠉?,⠉,Q_A1,c,w,j,f,1,469,10
Which set of letters corresponds to these signs: ⠝?,⠝,Q_A4,q,z,s,n,1,470,10
Which set of letters corresponds to these signs: ⠅?,⠅,Q_A2,r,k,u,c,1,471,10
Which set of letters corresponds to these signs: ⠇?,⠇,Q_A3,t,z,l,f,1,472,10
Which set of letters corresponds to these signs: ⠵?,⠵,Q_A4,m,g,t,z,1,473,10
Which set of letters corresponds to these signs: ⠟?,⠟,Q_A2,z,q,g,c,1,474,10
Which set of letters corresponds to these signs: ⠚?,⠚,Q_A3,h,z,j,a,1,475,10
Which set of letters corresponds to these signs: ⠍⠓?,⠍⠓,Q_A1,mh,yb,is,sy,2,476,10
Which set of letters corresponds to these signs: ⠉⠚?,⠉⠚,Q_A4,av,lr,xy,cj,2,477,10
Which set of letters corresponds to these signs: ⠝⠏?,⠝⠏,Q_A2,ql,np,ax,oi,2,478,10
Which set of letters corresponds to these signs: ⠽⠁?,⠽⠁,Q_A2,wx,ya,rb,bq,2,479,10
Which set of letters corresponds to these signs: ⠚⠅?,⠚⠅,Q_A1,jk,bf,yf,if,2,480,10
Which set of letters corresponds to these signs: ⠭⠓?,⠭⠓,Q_A1,xh,lq,nt,nr,2,481,10
Which set of letters corresponds to these signs: ⠋⠧?,⠋⠧,Q_A4,lw,hs,pm,fv,2,482,10
Which set of letters corresponds to these signs: ⠊⠟?,⠊⠟,Q_A4,pz,hg,ek,iq,2,483,10
Which set of letters corresponds to these signs: ⠧⠚?,⠧⠚,Q_A2,ka,vj,cb,tb,2,484,10
Which set of letters corresponds to these signs: ⠺⠃?,⠺⠃,Q_A1,wb,uz,yj,xy,2,485,10
Which set of letters corresponds to these signs: ⠊⠵?,⠊⠵,Q_A4,ai,fb,vl,iz,2,486,10
Which set of letters corresponds to these signs: ⠃⠊?,⠃⠊,Q_A4,fn,cb,dq,bi,2,487,10
Which set of letters corresponds to these signs: ⠛⠑?,⠛⠑,Q_A2,mv,ge,si,mr,2,488,10
Which set of letters corresponds to these signs: ⠏⠥?,⠏⠥,Q_A2,gc,pu,mg,lh,2,489,10
Which set of letters corresponds to these signs: ⠗⠙?,⠗⠙,Q_A4,cz,pc,lg,rd,2,490,10
Which set of letters corresponds to these signs: ⠃⠛⠞?,⠃⠛⠞,Q_A4,hbs,jal,ced,bgt,3,491,10
Which set of letters corresponds to these signs: ⠏⠚⠝?,⠏⠚⠝,Q_A3,ges,mzg,pjn,jql,3,492,10
Which set of letters corresponds to these signs: ⠃⠗⠍?,⠃⠗⠍,Q_A2,lhs,brm,tmq,yvr,3,493,10
Which set of letters corresponds to these signs: ⠧⠥⠊?,⠧⠥⠊,Q_A1,vui,wrc,ghu,jxf,3,494,10
Which set of letters corresponds to these signs: ⠚⠭⠞?,⠚⠭⠞,Q_A2,tim,jxt,clv,eho,3,495,10
Which set of letters corresponds to these signs: ⠵⠛⠏?,⠵⠛⠏,Q_A2,tiz,zgp,pby,bud,3,496,10
Which set of letters corresponds to these signs: ⠊⠽⠝?,⠊⠽⠝,Q_A4,dpw,yve,aez,iyn,3,497,10
Which set of letters corresponds to these signs: ⠑⠥⠉?,⠑⠥⠉,Q_A4,hud,yse,pdb,euc,3,498,10
Which set of letters corresponds to these signs: ⠭⠇⠚?,⠭⠇⠚,Q_A1,xlj,kvi,usb,ler,3,499,10
Which set of letters corresponds to these signs: ⠇⠺⠚?,⠇⠺⠚,Q_A3,uhw,zpg,lwj,boy,3,500,10
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A3,we,N/A,you,me,1,501,11
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A3,N/A,we,me,you,1,502,11
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A3,N/A,me,you,we,1,503,11
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A4,N/A,we,me,you,1,504,11
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A1,we,you,me,N/A,1,505,11
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A3,N/A,you,me,we,1,506,11
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A2,N/A,we,me,you,1,507,11
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,me,we,N/A,1,508,11
